Material,%C,%N,13C,,,,,,,,,,,,,,,
AD,35.71584443,1.628443266,-13.28537415,,,,,,,,,,,,,,,
CCBP,42.36194905,0.905191438,-12.23970749,,,,,,,,,,,,,,,
CS ,41.76988851,NA,-11.58554082,,,,,,,,,,,,,,,
DASE ,44.19129235,2.989759309,-15.12804082,,,,,,,,,,,,,,,d
Palouse,1.425996053,0.109830453,-26.20070749,,,,,,,,,,,,,,,
Vershire,3.302750566,0.272199996,-24.98704082,,,,,,,,,,,,,,,
